Username,Name en_NZ,Name zh,Name ja,Description en_NZ,Description zh,Description  ja,Menu item page URL,imageUrl,Tags,Linked Printers
maxine@fingermenu.co.nz,Stir Fried Lamb in Special Sauce,酱爆羊片,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Lamb in XO Sauce,XO酱羊肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Lamb Ribs on a Hot Plate,铁板羊仔骨,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/d9888cbe54431cba0cbe9906451c33b2_Lamb%20ribs%20on%20hotplate.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Lamb in Special Sauce on a Hot plate,铁板酱爆羊肉,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Vegetable Omelette [ GF ] [ V ],素芙蓉蛋,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,BBQ Pork Omelette [ GF ],叉烧芙蓉蛋,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken Omelette [ GF ],鸡肉芙蓉蛋,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef Omelette [ GF ],牛肉芙蓉蛋,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Prawns Omelette [ GF ],虾仁芙蓉蛋,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Combination Meat Omelette [ GF ],什锦芙蓉蛋,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/2a9eea059ccda3aab52ed2242544062d_Combination%20Egg%20omelette.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Scrambled Egg with Prawns [ GF ],滑蛋虾仁,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Egg with Mushroom & Dried Scallops ,瑶柱冬菇蒸蛋,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Mixed Seafood & Tofu Hotpot [ GF ],海鲜一品煲,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/9effaf07fc048f2420dd9ecac5e2178b_seafood%20tofu%20hotpot.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,"Salted Fish, Chicken and Eggplant Hotpot",咸鱼鸡粒茄子煲,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/e3a8d778fb7a43b31580dea4c0218a84_Salted%20fish%20and%20eggplant%20hotpot.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,"Salted Fish, Chicken and Tofu Hotpot",咸鱼鸡粒豆腐煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Roast Pork & Tofu Hotpot [ GF ],火腩豆腐煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Fish & Tofu Hotpot [ GF ],班楠豆腐煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef Brisket & Radish Hotpot,萝卜牛腩煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,"Beef, Mushrooms & Eggplant Hotpot",肥牛金针菇茄子煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Taro with Pork Belly Hotpot,芋头扣肉煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Mixed Mushroom Hotpot [ V ],鲍汁什菇煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Mixed Vegetables in Fermented Tofu Sauce Hotpot [ GF ] [ V ],南乳粗斋煲,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Tofu with Vegetable [ V ],红烧豆腐,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Tofu Pyramid [ V ],芙蓉豆腐塔,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/e0e84e80506ae914ccb0c672ffa68adf_Tofu%20pyramid.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Mapo Tofu,麻婆豆腐,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Tofu & Dried Scallops on a Hot Plate,铁板瑶柱豆腐,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Tofu with Prawns in Black Bean Sauce,豉汁鲜虾蒸豆腐,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Eggplant with Pork Mince,红烧茄子,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Lovebirds’ Stuffed Eggplant,鸳鸯茄夹,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/f6078fd7388af0122cd1c80d9f7aa793_Lovebird_s%20stuffed%20eggplant.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef & Eggplant on a Hot Plate,铁板茄子牛仔粒,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Eggplant with Pork Mince in Fermented Tofu Sauce,腐乳肉末茄子,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Eggplant with Pork Mince in Special Sauce on a Hotplate,铁板酱爆茄子,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Green Beans with Garlic  [ GF ] [ V ],蒜蓉四季豆,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Green Beans [ GF ] [ V ],油盐四季豆,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/86245dddbaeb57e08ae2cd000a8543e1_Stir%20fried%20green%20beans.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Green Beans & Pork Mince with Dried Chilli [ GF ],干扁四季豆,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Green Beans & Beef in XO Sauce,XO酱四季豆牛柳,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Green Beans with Teriyaki Pork on a Hot plate,四季豆铁板烧,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Green Beans with Chinese Sausage,腊味四季豆,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Stir Fried Green Beans in Black Pepper with Chicken and Squid ,黑椒玉豆鲜鱿鸡扒,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seasonal Vegetables with Garlic  [ GF ] [ V ],蒜蓉时菜,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seasonal Vegetables in Oyster Sauce [ V ],蚝油时菜,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/4ba42fe58543d35c34ca6f7d9071bb05_Seasonal%20veges%20with%20oyster%20sauce.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seasonal Vegetables in Spicy Preserved Tofu Sauce [ V ],椒丝腐乳时菜,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Vegetarian Delight [ GF ] [ V ],荷塘小炒,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/5c26751d862af7ed6de5c736877456aa_Vegetarian%20delight.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Shiitake Mushrooms with Seasonal Vegetables [ GF ] [ V ],冬菇扒时蔬,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/b658ca5e9b043d9ad43bf46c8081765d_Shitake%20mushrooms%20wih%20seasonal%20veges.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Vegetable in Soup with Preserved Egg & Chicken ,上汤时菜,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed White Rice [ GF ] [ V ],白米饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Egg Fried Rice [ V ],蛋炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Young Chow Fried Rice,扬州炒饭,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/69e23b1518b7ea5984b8f082fc6a2acf_Young%20Chow%20fried%20rice.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,BBQ Pork Egg Fried Rice,叉烧炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken Egg Fried Rice,鸡肉炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef Egg Fried Rice,牛肉炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seafood Egg Fried Rice,海鲜炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Shrimp Egg Fried Rice,虾仁蛋炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Nasi Goreng [ GF ],咖喱炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Combination Egg Fried Rice,什锦炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Salted Fish & Chicken Fried Rice [ GF ],咸鱼鸡粒炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Palace’s Special Fried Rice,唐朝特色炒饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Roasted Duck on Rice,烧鸭饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,BBQ Pork on Rice,叉烧饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Roasted Pork on Rice,烧肉饭,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Double Mix Pork on Rice Roasted Pork & BBQ Pork,双拼饭 烧肉 & 叉烧 ,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Vegetable Fried Noodle [ V ],豉油皇干炒面,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/ac2a4cb5d24734d6c844cbc156d885fe_vegetable%20fried%20noodle.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chicken / Pork / Beef Fried Noodle,鸡/猪/牛肉干炒面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Combination Fried Noodle,什锦干炒面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Seafood Fried Noodle,海鲜干炒面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Black Pepper Beef Fried Noodle ,黑椒牛柳炒面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef Hofun,干炒牛河,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Singapore Fried Vermicelli [ GF ],星洲炒米,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Vegetable & Pork Fried Vermicelli,三丝炒米,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Bami Goreng,咖喱炒面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Beef Brisket Noodle Soup,牛腩汤面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Wonton Noodle Soup,云吞汤面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Roast Duck Noodle Soup,烧鸭汤面,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Banana Boat [ GF ] [ V ],香蕉船,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/5032091f333d3c5c77cfea076406aee0__DSC0821.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Ice Cream with Lychee [ GF ] [ V ],荔枝雪糕,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Sticky Rice Ice Cream Balls [ GF ] [ V ],日式麻糬雪糕,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Cherry Sundae [ GF ] [ V ],樱桃圣代,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/a209695a8906224db3eed420f148bcf8__DSC0828.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Sesame Balls [ GF ] [ V ],芝麻球,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/697241137df4441faf97863fce2ce7e9__DSC0761.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Custard Buns [ V ],奶黄包,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Red Bean Buns [ V ],豆沙包,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Steamed Buns with Milk Dipping [ V ],奶香馒头,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Taro Balls [ GF ] [ V ],炸芋球,,,,,,https://api.parse.buddy.com/files/38066dde-ac12-4e7d-ac2b-ab03f3b6e56d/905fea162e79a657054e98a460881522_Deep%20fried%20taro%20balls.JPG,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Deep Fried Custard Carrot [ GF ] [ V ],奶皇胡萝卜,,,,,,,,"[""Receipt Printer""]"
maxine@fingermenu.co.nz,Chinese Coconut Pudding [ GF ] ,椰汁糕,,,,,,,,"[""Receipt Printer""]"
